Numer,Nazwa,Typ,Typ ogólny,Poziom,Dzielnica,Ulica,Numer budynku,Numer lokalu,Kod pocztowy,Długość geograficzna,Szerokość geograficzna,Publiczność,Liczba uczniów,Min,Max,Avg
1975,SZKOŁA PODSTAWOWA SPECJALNA NR 179,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Przedwiośnie,1,,04-748,21.196323508002678,52.20558695,publiczna,50.0,,,
1976,"OŚRODEK SZKOLENIA ""COMMANDO",Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wawer,ul. Korkowa,167,,04-549,21.16206924125169,52.2419015,niepubliczna,,,,
1978,PRYWATNA SZKOŁA PODSTAWOWA NR 105 IM. ASTRID LINDGREN,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Żwanowiecka,46/50,,04-849,21.205622116150245,52.17423465,niepubliczna,230.0,,,
1979,SZKOŁA PODSTAWOWA NR 128 IM. MARII SKŁODOWSKIEJ-CURIE,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Kadetów,15,,03-987,21.110348611091304,52.21325995,publiczna,597.0,,,
1980,"NIEPUBLICZNE PRZEDSZKOLE ""OKIENKO",Przedszkole,Unused,Unclassified,Wawer,ul. I Poprzeczna,8a,,04-602,21.152727650000006,52.22457410000001,niepubliczna,31.0,,,
1981,"NIEPUBLICZNE PRZEDSZKOLE ""ZAŁOGA PANA BOGA",Przedszkole,Unused,Unclassified,Wawer,ul. Garncarska,32,,04-886,21.19316,52.17724000000001,niepubliczna,28.0,,,
1982,PRZEDSZKOLE NIEPUBLICZNE AKADEMIA TALENTÓW,Przedszkole,Unused,Unclassified,Wawer,ul. Odrodzenia,12A,,04-626,21.169660798152567,52.22199929999999,niepubliczna,32.0,,,
1983,LICEUM OGÓLNOKSZTAŁCĄCE NIEPUBLICZNE NR 76,Liceum ogólnokształcące,Ordinary,Middle,Wawer,ul. Rogatkowa,50,,04-773,21.162910091620105,52.2047008,niepubliczna,116.0,,,
1984,NIEPUBLICZNE PRZEDSZKOLE ZGROMADZENIA SIÓSTR PREZENTEK W WARSZAWIE,Przedszkole,Unused,Unclassified,Wawer,ul. VII Poprzeczna,3,,04-615,21.15971737994731,52.2149683,niepubliczna,32.0,,,
1985,PRZEDSZKOLE NIEPUBLICZNE KOCIE ŁAPKI,Przedszkole,Unused,Unclassified,Wawer,ul. Złotej Jesieni,24,,04-965,21.237921801007488,52.16991785,niepubliczna,22.0,,,
1986,"PRZEDSZKOLE ""ALA MA KOTA",Przedszkole,Unused,Unclassified,Wawer,ul. Bronowska,32,,03-995,21.12618032065804,52.20082785,niepubliczna,39.0,,,
1987,WAWERSKA SZKOŁA REALNA,Liceum ogólnokształcące,Ordinary,Middle,Wawer,ul. Małowiejska,31,,04-962,21.19867641435361,52.163145,niepubliczna,73.0,,,
1988,"NIEPUBLICZNE INTEGRACYJNE PRZEDSZKOLE ""ANIOŁKOWO",Przedszkole,Unused,Unclassified,Wawer,ul. Nenufarów,4,,04-958,21.18648167358279,52.17147075,niepubliczna,14.0,,,
1989,SPECJALNE LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA PRZYJACIÓŁ DZIECI,Liceum ogólnokształcące,Ordinary,Middle,Wawer,ul. Hafciarska,80/86,,04-725,21.1909515,52.2169336,niepubliczna,21.0,,,
1990,NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWE HAPPY HIPPO,Przedszkole,Unused,Unclassified,Wawer,ul. 27 Grudnia,42,,04-665,21.1429081528185,52.2250988,niepubliczna,140.0,,,
1991,"PRZEDSZKOLE NR 264 ""PLUSZOWEGO MISIA",Przedszkole,Unused,Unclassified,Wawer,ul. Korkowa,147/149,,04-549,21.15365336902348,52.23986305,publiczna,208.0,,,
1992,"PRZEDSZKOLE NIEPUBLICZNE ""AMO RADOŚĆ",Przedszkole,Unused,Unclassified,Wawer,ul. Garncarska,48,,04-886,21.19003383920981,52.18005220000001,niepubliczna,20.0,,,
1993,"NIEPUBLICZNE PRZEDSZKOLE ARTYSTYCZNO-JĘZYKOWE ""BUŁHACZEK",Przedszkole,Unused,Unclassified,Wawer,ul. Józefa Strusia,58,,04-532,21.147521701049822,52.23392555,niepubliczna,32.0,,,
1994,NIEPUBLICZNE PRZEDSZKOLA CIUCHCIA PUCH PUCH AGATA WAWER,Przedszkole,Unused,Unclassified,Wawer,ul. Stradomska,12,,04-619,21.1614764,52.21558065,niepubliczna,81.0,,,
1995,OŚRODEK SZKOLENIOWY PULSAR BHP,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wawer,ul. Płowiecka,105,107,04-501,21.1439161,52.2276265,niepubliczna,,,,
1996,"INTEGRACYJNE PRZEDSZKOLE NIEPUBLICZNE ""PRZYJACIEL",Przedszkole,Unused,Unclassified,Wawer,ul. Drwali,10A,,04-840,21.19921506376785,52.1806878,niepubliczna,97.0,,,
1997,CHRZEŚCIJAŃSKA SZKOŁA PODSTAWOWA SAMUEL,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Mieczysława Pożaryskiego,28,29,04-703,21.17395451072825,52.2071229,niepubliczna,100.0,,,
1998,NIEPUBLICZNE PRZEDSZKOLE TOTU,Przedszkole,Unused,Unclassified,Wawer,ul. Dzielnicowa,19,,04-666,21.140321798090913,52.2219841,niepubliczna,62.0,,,
2000,"PRZEDSZKOLE SPECJALNE NR 104 W INSTYTUCIE ""POMNIK - CENTRUM ZDROWIA DZIECKA",Przedszkole,Unused,Unclassified,Wawer,al. Aleja Dzieci Polskich,20,,04-736,21.18977073089599,52.20515575,publiczna,198.0,,,
2001,PRZEDSZKOLE ... JAK Z BAJKI,Przedszkole,Unused,Unclassified,Wawer,ul. Wylotowa,5,,04-659,21.14750818373832,52.2151292,niepubliczna,22.0,,,
2002,SZKOŁA PODSTAWOWA SPECJALNA NR 137,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Patriotów,90,,04-844,21.204878038231662,52.1712211,publiczna,37.0,,,
2003,PRZEDSZKOLE NR 110 IM. WARSZAWSKIEJ SYRENKI,Przedszkole,Unused,Unclassified,Wawer,ul. Bystrzycka,38,,04-928,21.216814945609176,52.1600446,publiczna,142.0,,,
2004,"SZKOŁA PODSTAWOWA SPECJALNA NR 393 W MŁODZIEŻOWYM OŚRODKU SOCJOTERAPII NR 2 ""KĄT",Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Zorzy,17,,04-639,21.16915123249251,52.2169402,publiczna,16.0,,,
2005,"CENTRUM KSZTAŁCENIA USTAWICZNEGO ""ALIEN ADVISOR",Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wawer,ul. Zwoleńska,40/5,,04-761,21.144249,52.19837620000001,niepubliczna,,,,
2006,SZKOŁA PODSTAWOWA NR 204 IM. 19 PUŁKU UŁANÓW WOŁYŃSKICH,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Bajkowa,17/21,,04-855,21.17596665135861,52.1881833,publiczna,1333.0,,,
2007,"INTEGRACYJNE PRZEDSZKOLE MONTESSORI ""MAŁY ODKRYWCA",Przedszkole,Unused,Unclassified,Wawer,ul. Zerzeńska,10b,,04-787,21.149060006648146,52.1919244,niepubliczna,6.0,,,
2008,PRZEDSZKOLE NR 348,Przedszkole,Unused,Unclassified,Wawer,ul. Kadetów,15A,,03-987,21.1095803,52.21289470000001,publiczna,249.0,,,
2009,SZKOŁA PODSTAWOWA SPECJALNA NR 349 W MŁODZIEŻOWYM OŚRODKU SOCJOTERAPII NR 8,Szkoła podstawowa,Ordinary,Elementary,Wawer,ul. Podmokła,4,,04-819,21.2260242160552,52.18678645,publiczna,36.0,,,
2010,SZKOŁA BRANŻOWA I STOPNIA SPECJALNA TOWARZYSTWA PRZYJACIÓŁ DZIECI,Branżowa szkoła I stopnia,Ordinary,Middle,Wawer,ul. Hafciarska,80,86,04-725,21.1909515,52.2169336,niepubliczna,6.0,,,
2011,PUBLICZNE PRZEDSZKOLE EUROPEJSKIE II,Przedszkole,Unused,Unclassified,Wawer,ul. Bysławska,84,,04-993,21.1838604,52.1558237,publiczna,50.0,,,
2012,"NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWO-ARTYSTYCZNE ""LEŚNE SKRZATY",Przedszkole,Unused,Unclassified,Wesoła,al. Aleja marsz. Józefa Piłsudskiego,4c,,05-077,21.2440375,52.225029,niepubliczna,112.0,,,
2013,I SPOŁECZNE LICEUM OGÓLNOKSZTAŁCĄCE IM.EMANUELA BUŁHAKA W WARSZAWIE WESOŁEJ,Liceum ogólnokształcące,Ordinary,Middle,Wesoła,Trakt Brzeski,63,,05-077,21.234230756034368,52.2240409410142,niepubliczna,59.0,,,
2015,"PRZEDSZKOLE PUBLICZNE ""GUMIŚ",Przedszkole,Unused,Unclassified,Wesoła,ul. Poezji,11,,05-075,21.2490352,52.21996220000001,publiczna,45.0,,,
2016,DWUJĘZYCZNE LICEUM NR 1,Liceum ogólnokształcące,Ordinary,Middle,Wesoła,ul. Wspólna,55,,05-075,21.194464963606727,52.24851055,niepubliczna,0.0,,,
2017,OŚRODEK SZKOLENIA GROM,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wesoła,ul. Wspólna,2c,2-4,05-075,21.178755349999992,52.245112,publiczna,,,,
2018,"PRZEDSZKOLE NR 261 ""POD DĘBAMI",Przedszkole,Unused,Unclassified,Wesoła,ul. Armii Krajowej,72,,05-075,21.231801392648467,52.2499039,publiczna,111.0,,,
2020,DWUJĘZYCZNA SZKOŁA PODSTAWOWA NR 1,Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Wspólna,55,,05-075,21.194464963606727,52.24851055,niepubliczna,190.0,,,
2021,PRYWATNE PRZEDSZKOLE JAŚ I MAŁGOSIA,Przedszkole,Unused,Unclassified,Wesoła,ul. Jana Kilińskiego,44,,05-075,21.221213,52.2526139,niepubliczna,10.0,,,
2022,PRZEDSZKOLE JASKINIA TALENTÓW,Przedszkole,Unused,Unclassified,Wesoła,ul. Orla,10,,05-075,21.25367023461843,52.24974905,niepubliczna,35.0,,,
2023,CLXIII LICEUM OGÓLNOKSZTAŁCĄCE,Liceum ogólnokształcące,Ordinary,Middle,Wesoła,ul. Klimatyczna,1,,05-077,21.239970495841693,52.21717775000001,publiczna,193.0,110.6,162.6,129.45499999999998
2024,DWUJĘZYCZNE PRZEDSZKOLE NIEPUBLICZNE SUPERBOHATEROWIE,Przedszkole,Unused,Unclassified,Wesoła,ul. Cieplarniana,25f,2,05-077,21.2348011,52.2178159,niepubliczna,41.0,,,
2025,EUROPEJSKIE CENTRUM KSZTAŁCENIA USTAWICZNEGO W WESOŁEJ,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wesoła,ul. Kruszyny,28,,05-077,21.21624347442997,52.21686045,niepubliczna,,,,
2026,"SZKOŁA PODSTAWOWA NR 353 IM. ""WIELKICH ODKRYWCÓW",Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Cieplarniana,23,,05-077,21.23545093011257,52.2186499,publiczna,685.0,,,
2027,NIEPUBLICZNE PRZEDSZKOLE JACEK I AGATKA,Przedszkole,Unused,Unclassified,Wesoła,ul. Cypriana Godebskiego,2,,05-075,21.0695938,52.1856414,niepubliczna,15.0,,,
2028,SPOŁECZNA SZKOŁA MUZYCZNA I ST. IM. WOJCIECHA KILARA W WARSZAWIE,Szkoła muzyczna I stopnia,Unused,Unclassified,Wesoła,ul. Armii Krajowej,9,,05-075,21.216788018146936,52.25105915,niepubliczna,50.0,,,
2029,PRZEDSZKOLE NIEPUBLICZNE DOMEK WESOŁA,Przedszkole,Unused,Unclassified,Wesoła,ul. Jana Pawła II,112,,05-077,21.22946565,52.21627085,niepubliczna,36.0,,,
2030,"NIEPUBLICZNE PRZEDSZKOLE ""ROBUŚ",Przedszkole,Unused,Unclassified,Wesoła,ul. Magnolii,6,,05-077,21.150615408668152,52.23772345,niepubliczna,32.0,,,
2031,NIEPUBLICZNE PRZEDSZKOLE MONTESSORI HOUSE,Przedszkole,Unused,Unclassified,Wesoła,ul. Jana Pawła II,214,,05-077,21.237947724234125,52.21585965,niepubliczna,31.0,,,
2032,PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE IM. ZOFII I JĘDRZEJA MORACZEWSKICH,Liceum ogólnokształcące,Ordinary,Middle,Wesoła,al. Aleja marsz. Józefa Piłsudskiego,73,,05-077,21.2543073,52.235245,niepubliczna,622.0,,,
2033,PRYWATNA SZKOŁA PODSTAWOWA IM. ZOFII I JĘDRZEJA MORACZEWSKICH,Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Armii Krajowej,121,,05-075,21.245995891925162,52.249644,niepubliczna,285.0,,,
2037,PRZEDSZKOLE NR 262,Przedszkole,Unused,Unclassified,Wesoła,ul. Antoniego Pankracego Łaguny,3,,05-075,21.191114402708983,52.24556670000001,publiczna,115.0,,,
2038,"PRZEDSZKOLE ""ABC",Przedszkole,Unused,Unclassified,Wesoła,ul. Wspólna,35,,05-075,21.01508385271591,52.22711955,niepubliczna,69.0,,,
2040,"PRZEDSZKOLE NR 434 ""NA GÓRCE",Przedszkole,Unused,Unclassified,Wesoła,ul. 1 Praskiego Pułku WP,116,,05-077,21.22229755501698,52.2250545,publiczna,137.0,,,
2041,JĘZYKOWE PRZEDSZKOLE LIMONKA,Przedszkole,Unused,Unclassified,Wesoła,ul. Warszawska,57,,05-075,21.1902142,52.2450168,niepubliczna,133.0,,,
2043,"NIEPUBLICZNY PUNKT PRZEDSZKOLNY ""ŻÓŁTA KACZUSZKA",Punkt przedszkolny,Unused,Unclassified,Wesoła,ul. Diamentowa,13A,,05-077,21.2283185,52.2196504,niepubliczna,0.0,,,
2045,"LICEUM OGÓLNOKSZTAŁCĄCE NIEPUBLICZNE NR 27 ""SZKOŁA RODZINNA",Liceum ogólnokształcące,Ordinary,Middle,Wesoła,ul. Kruszyny,14a,,05-075,21.2171663,52.21904779999999,niepubliczna,69.0,,,
2046,SPORTFARM,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wesoła,ul. Dworkowa,9a,22,05-077,21.2447562,52.2204862,niepubliczna,,,,
2047,PRZEDSZKOLE NIEPUBLICZNE MACIERZANKA,Przedszkole,Unused,Unclassified,Wesoła,ul. Macierzanki,1,,05-077,21.1917548,52.1726523,niepubliczna,20.0,,,
2048,SPOŁECZNA SZKOŁA PODSTAWOWA NR 12 IM. EMANUELA BUŁHAKA,Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Armii Krajowej,9,,05-075,21.216788018146936,52.25105915,niepubliczna,164.0,,,
2049,PRZEDSZKOLE RODZINNE W WESOŁEJ,Przedszkole,Unused,Unclassified,Wesoła,ul. Kruszyny,28,,05-077,21.21624347442997,52.21686045,niepubliczna,14.0,,,
2051,SZKOŁA PODSTAWOWA NR 172 IM. POLSKIEJ ORGANIZACJI WOJSKOWEJ,Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Brata Alberta,46,,05-075,21.191022675,52.23920855,publiczna,464.0,,,
2052,"SZKOŁA PODSTAWOWA NIEPUBLICZNA NR 90 ""SZKOŁA RODZINNA",Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Kruszyny,28,,05-077,21.21624347442997,52.21686045,niepubliczna,22.0,,,
2053,SZKOŁA PODSTAWOWA NR 385 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Klimatyczna,1,,05-077,21.239970495841693,52.21717775000001,publiczna,587.0,,,
2054,SZKOŁA PODSTAWOWA NR 171 IM. STANISŁAWA STASZICA,Szkoła podstawowa,Ordinary,Elementary,Wesoła,ul. Armii Krajowej,39,,05-075,21.226494552708512,52.25092775,publiczna,425.0,,,
2055,"PRZEDSZKOLE PUBLICZNE ""KUBUŚ",Przedszkole,Unused,Unclassified,Wesoła,ul. Jeździecka,21f,13,05-077,21.237853588284107,52.2182631,publiczna,132.0,,,
2060,PUNKT PRZEDSZKOLNY BABY ENGLISH ACADEMY,Punkt przedszkolny,Unused,Unclassified,Wilanów,ul. Franciszka Klimczaka,8,3,02-797,21.07757367830427,52.16346345,niepubliczna,15.0,,,
2061,"NIEPUBLICZNA SPECJALNA SZKOŁA PODSTAWOWA ""KROK PO KROKU"" IM. BL. EDMUNDA BOJANOWSKIEGO",Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Orszady,10,,02-797,21.06312145,52.1524633,niepubliczna,9.0,,,
2062,"NIEPUBLICZNE PRZEDSZKOLE INTEGRACYJNE ""ZIARENKO",Przedszkole,Unused,Unclassified,Wilanów,ul. Orszady,10,,02-797,21.06312145,52.1524633,niepubliczna,12.0,,,
2063,"BRYTYJSKIE PRZEDSZKOLE""THE ENGLISH PRESCHOOL & NURSERY",Przedszkole,Unused,Unclassified,Wilanów,ul. Rzodkiewki,18,,02-959,21.054287629598786,52.16668955,niepubliczna,0.0,,,
2064,NIEPUBLICZNE PRZEDSZKOLE REKSIO I PRZYJACIELE,Przedszkole,Unused,Unclassified,Wilanów,al. Aleja Rzeczypospolitej,20,U4,02-972,21.0697091,52.1661948,niepubliczna,18.0,,,
2065,PRZEDSZKOLE NUMER JEDEN,Przedszkole,Unused,Unclassified,Wilanów,al. Aleja Rzeczypospolitej,31,AU1,02-972,21.06817287498469,52.16784385,niepubliczna,90.0,,,
2066,NIEPUBLICZNY PUNKT PRZEDSZKOLNY SCOLAR,Punkt przedszkolny,Unused,Unclassified,Wilanów,ul. Jakuba Kubickiego,9,2,02-954,21.073731733621962,52.17103695,niepubliczna,42.0,,,
2067,"THE ENGLISH PLAYHOUSE"" PRZEDSZKOLE NIEPUBLICZNE",Przedszkole,Unused,Unclassified,Wilanów,ul. Syta,78,,02-993,21.11643206745109,52.1635441,niepubliczna,31.0,,,
2068,KROK PO KROKU TERAPEUTYCZNY PUNKT PRZEDSZKOLNY,Punkt przedszkolny,Unused,Unclassified,Wilanów,ul. Zaściankowa,92,1i1A,02-989,21.10981923206052,52.16721225,niepubliczna,14.0,,,
2069,NIEPUBLICZNE PRZEDSZKOLE ARTYSTYCZNE ACOTO,Przedszkole,Unused,Unclassified,Wilanów,al. Aleja Rzeczypospolitej,20,u13,02-972,21.0697091,52.1661948,niepubliczna,31.0,,,
2070,POLSKO-ANGIELSKIE PRZEDSZKOLE ARTYSTYCZNE MAGIC FISH,Przedszkole,Unused,Unclassified,Wilanów,ul. Królewicza Jakuba,71,,02-956,21.07236275,52.17523575,niepubliczna,65.0,,,
2071,AKADEMIA DIETETYCZNIE POPRAWNI,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wilanów,ul. Sarmacka,19,154,02-972,21.08176902899799,52.15737245,niepubliczna,,,,
2072,TRZYLETNIE MIĘDZYNARODOWE EUROPEJSKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KUŁAKOWSKIEGO W WARSZAWIE-INTERNATIONAL EUROPEAN SCHOOL*WARSAW,Liceum ogólnokształcące,Ordinary,Middle,Wilanów,ul. Wiertnicza,140,,02-952,21.07577774342361,52.1774047,niepubliczna,0.0,,,
2073,"NIEPUBLICZNA ANGLOJĘZYCZNA SZKOŁA PODSTAWOWA ""THE ENGLISH PRIMARY",Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Syta,78,,02-993,21.11643206745109,52.1635441,niepubliczna,5.0,,,
2075,POLSKO-ANGIELSKA SZKOŁA PODSTAWOWA EDISON,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Królewicza Jakuba,69,,02-956,21.072224249999987,52.17501845,niepubliczna,142.0,,,
2076,"PRZEDSZKOLE NIEPUBLICZNE ""ALA MA KOTA",Przedszkole,Unused,Unclassified,Wilanów,ul. Bruzdowa,95G,,02-991,21.116365544717368,52.1668997,niepubliczna,80.0,,,
2077,MIĘDZYNARODOWA EUROPEJSKA SZKOŁA PODSTAWOWA IM. JANA KUŁAKOWSKIEGO W WARSZAWIE - INTERNATIONAL EUROPEAN SCHOOL *WARSAW,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Wiertnicza,140,,02-952,21.07577774342361,52.1774047,niepubliczna,366.0,,,
2078,"PRZEDSZKOLE NIEPUBLICZNE ""FRAJDA",Przedszkole,Unused,Unclassified,Wilanów,ul. Wiertnicza,76,,02-952,21.08039289727575,52.17307995,niepubliczna,57.0,,,
2079,PRZEDSZKOLE NIEPUBLICZNE BEZTROSKI ŚWIAT,Przedszkole,Unused,Unclassified,Wilanów,ul. Wiertnicza,36A,,02-592,21.083683501040124,52.16999885,niepubliczna,172.0,,,
2080,PUNKT PRZEDSZKOLNY MONTESSORI STEPPING STONES,Punkt przedszkolny,Unused,Unclassified,Wilanów,ul. Przyczółkowa,140,,02-968,21.101550888029386,52.13291270000001,niepubliczna,19.0,,,
2083,SZKOŁA PODSTAWOWA NR 300 IM. WANDY RUTKIEWICZ,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Gubinowska,28/30,,02-956,21.06876293641393,52.17392765,publiczna,796.0,,,
2084,POLSKO-NIEMIECKA SZKOŁA SPOTKAŃ I DIALOGU IM. WILLY'EGO BRANDTA W WARSZAWIE - LICEUM OGÓLNOKSZTAŁCĄCE,Liceum ogólnokształcące,Ordinary,Middle,Wilanów,ul. św. Urszuli Ledóchowskiej,3,,02-972,21.069151422852734,52.15767955,niepubliczna,79.0,,,
2085,XXXVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE,Liceum ogólnokształcące,Ordinary,Middle,Wilanów,ul. Wiertnicza,26,,02-952,21.08559134360633,52.16916235,publiczna,276.0,114.03999999999998,167.19833333333338,139.86
2087,"NIEPUBLICZNE PRZEDSZKOLE ""MINIHARVARD"" WILANÓW",Przedszkole,Unused,Unclassified,Wilanów,ul. Prymasa Augusta Hlonda,10f,,02-972,21.06492072321023,52.16109640000001,niepubliczna,110.0,,,
2089,PRZEDSZKOLE NIEPUBLICZNE BABY ENGLISH ACADEMY,Przedszkole,Unused,Unclassified,Wilanów,ul. Franciszka Klimczaka,8,2,02-797,21.07757367830427,52.16346345,niepubliczna,59.0,,,
2090,JOY PRIMARY SCHOOL,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Syta,131A,,02-987,21.106499441019032,52.17591785,niepubliczna,33.0,,,
2091,"NIEPUBLICZNE PRZEDSZKOLE ""BRUZDOWA 22C",Przedszkole,Unused,Unclassified,Wilanów,ul. Bruzdowa,22c,,02-991,21.13541547510256,52.15241905,niepubliczna,41.0,,,
2092,MIĘDZYNARODOWE EUROPEJSKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA KUŁAKOWSKIEGO W WARSZAWIE - INTERNATIONAL EUROPEAN SCHOOL*WARSAW,Liceum ogólnokształcące,Ordinary,Middle,Wilanów,ul. Wiertnicza,140,,02-952,21.07577774342361,52.1774047,niepubliczna,86.0,,,
2093,PRZEDSZKOLE NIEPUBLICZNE HERO!ACADEMY,Przedszkole,Unused,Unclassified,Wilanów,ul. Adama Branickiego,16,,02-972,21.07333225653048,52.1566243,niepubliczna,151.0,,,
2094,POLISH BRITISH ACADEMY OF WARSAW - DWUJĘZYCZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI MIĘDZYNARODOWYMI W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Wiertnicza,75,,02-952,21.08023317086996,52.1722297,niepubliczna,253.0,,,
2095,SZKOŁA PODSTAWOWA NR 104 IM. MACIEJA RATAJA,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Przyczółkowa,27,,02-968,21.102106346619124,52.12067835000001,publiczna,318.0,,,
2096,ACADEMY INTERNATIONAL WILANÓW,Przedszkole,Unused,Unclassified,Wilanów,ul. Adama Branickiego,15,,02-972,21.074758801241373,52.15533535,niepubliczna,33.0,,,
2097,LITTLE ACADEMY DWUJĘZYCZNE PRZEDSZKOLE NIEPUBLICZNE,Przedszkole,Unused,Unclassified,Wilanów,ul. Sarmacka,12,2,02-972,21.07475115039563,52.16366725,niepubliczna,43.0,,,
2099,"SZKOŁA PODSTAWOWA NR 358 IM. HETMANA JANA ZAMOYSKIEGO W WARSZAWIE, PRZY UL. ŚW. URSZULI LEDÓCHOWSKIEJ 10",Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. św. Urszuli Ledóchowskiej,10,,02-972,21.068855327110512,52.15613985,publiczna,1190.0,,,
2100,"PRZEDSZKOLE NR 440 W WARSZAWIE, UL. LATOSZKI 24",Przedszkole,Unused,Unclassified,Wilanów,ul. Latoszki,24,,02-998,21.12723035,52.1320224,publiczna,145.0,,,
2101,SZKOŁA PODSTAWOWA NR 261 IM. STANISŁAWA KOSTKI POTOCKIEGO W WARSZAWIE,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Wiertnicza,26,,02-952,21.08559134360633,52.16916235,publiczna,701.0,,,
2102,"PRZEDSZKOLE NR 420 ""NASZA BAJKA"" W WARSZAWIE UL.ŚW.URSZULI LEDÓCHOWSKIEJ 8",Przedszkole,Unused,Unclassified,Wilanów,ul. św. Urszuli Ledóchowskiej,8,,02-972,21.067983840455007,52.1569592,publiczna,275.0,,,
2103,"NIEPUBLICZNE PRZEDSZKOLE ""KIDS PROJECT",Przedszkole,Unused,Unclassified,Wilanów,ul. Syta,78,,02-993,21.11643206745109,52.1635441,niepubliczna,0.0,,,
2104,POLSKO-NIEMIECKA SZKOŁA SPOTKAŃ I DIALOGU IM. WILLY'EGO BRANDTA W WARSZAWIE - SZKOŁA PODSTAWOWA,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. św. Urszuli Ledóchowskiej,3,,02-972,21.069151422852734,52.15767955,niepubliczna,292.0,,,
2106,NIEPUBLICZNE PRZEDSZKOLE BIG LITTLE STEPS,Przedszkole,Unused,Unclassified,Wilanów,ul. Aleksandra Gieysztora,6,u11u12,02-999,21.08375867047723,52.15942315,niepubliczna,26.0,,,
2107,"PRZEDSZKOLE NR 416 IM UNICEF W WARSZAWIE, UL.SYTA 123",Przedszkole,Unused,Unclassified,Wilanów,ul. Syta,123,,02-987,21.107414640005093,52.17358875,publiczna,244.0,,,
2108,"PRZEDSZKOLE NIEPUBLICZNE ""MINI PRZEDSZKOLE",Przedszkole,Unused,Unclassified,Wilanów,ul. Kosiarzy,26,,02-953,21.07853115880208,52.17049205,niepubliczna,13.0,,,
2109,DEUTSCHER KINDERGARTEN NIEPUBLICZNE PRZEDSZKOLE,Przedszkole,Unused,Unclassified,Wilanów,ul. Prymasa Augusta Hlonda,3,,02-972,21.06886451139259,52.1586314,niepubliczna,70.0,,,
2110,SZKOŁA PODSTAWOWA IM. A. EINSTEINA,Szkoła podstawowa,Ordinary,Elementary,Wilanów,ul. Prymasa Augusta Hlonda,20,,02-972,21.06362285399031,52.157224600000006,niepubliczna,213.0,,,
2111,"PRZEDSZKOLE NR 223 ""SKARBY POWSINA",Przedszkole,Unused,Unclassified,Wilanów,ul. Przyczółkowa,27,,02-968,21.102106346619124,52.12067835000001,publiczna,71.0,,,
2112,"NIEPUBLICZNE PRZEDSZKOLE ""ELEMELKI",Przedszkole,Unused,Unclassified,Wilanów,ul. Zygmunta Vogla,10,,02-963,21.090245033191326,52.1599987,niepubliczna,33.0,,,
2114,MUSIC HUB-NIEPUBLICZNA PLACÓWKA KSZTAŁCENIA USTAWICZNEGO,Placówka Kształcenia Ustawicznego - bez szkół,Unused,Unclassified,Wilanów,ul. św. Urszuli Ledóchowskiej,2,,02-972,21.067389689080493,52.157617,niepubliczna,,,,
